GO Categories,Gene Symbol,Normals_NB.MYCN.A_logFC_mean,Normals_NB.MYCN.NA_logFC_mean,Normals_NB.Unknown_logFC_mean,Normals_NB.MYCN.A_PValue_mean,Normals_NB.MYCN.NA_PValue_mean,Normals_NB.Unknown_PValue_mean,Normals_NB.MYCN.A_FDR_mean,Normals_NB.MYCN.NA_FDR_mean,Normals_NB.Unknown_FDR_mean
GO:0140021:mitochondrial ADP transmembrane transport,"SLC25A31, SLC25A4, SLC25A6",-0.577012764,-0.982562783,-1.061589568,0.006475562,0.385815927,0.477483709,0.016459077,0.564832421,0.667610162
GO:0140031:phosphorylation-dependent protein binding,"ANK2, LYN",-0.309926827,-0.243660097,0.006621918,0.044246674,0.025361906,0.135082334,0.094348808,0.05156932,0.372697233
GO:0140036:ubiquitin-modified protein reader activity,LAPTM5,-0.55737143,0.376126273,0.254409867,0.103056847,0.141392112,0.596023667,0.215176307,0.256684534,1
GO:0140039:cell-cell adhesion in response to extracellular stimulus,"ITGA4, VCAM1",-1.433504681,-1.242631436,-0.717352057,0.00267456,2.52E-06,0.284205514,0.007697551,9.04E-06,0.621284978
GO:0140042:lipid droplet formation,"AUP1, BSCL2, CDS1, CDS2, FITM1, MOSPD2, SQLE",-0.745175786,-0.452378164,-0.437754386,0.048673954,0.002108355,0.146660568,0.081755476,0.004918179,0.266402796
GO:0140048:manganese ion export across plasma membrane,SLC30A10,-0.556751784,-1.054068019,-0.833099346,0.32186188,0.002158999,0.599536211,0.560642202,0.005634977,1
GO:0140052:cellular response to oxidised low-density lipoprotein particle stimulus,"CD36, CD68, SMPD3, TLR4, TLR6, TREM2",-0.872236931,-0.375774597,-0.060867459,0.023366887,1.56E-08,0.034024088,0.045270755,6.66E-08,0.111521043
GO:0140056:organelle localization by membrane tethering,"ATP2A2, VMP1",-1.333612903,-1.063401218,-1.143029948,0.008717248,0.275077649,0.190302301,0.022386486,0.407184716,0.41237094
GO:0140058:neuron projection arborization,"LRP2, NLGN1",-3.568949916,-4.310025343,-2.12958748,0.00423666,7.37E-08,0.067843283,0.011695849,3.08E-07,0.201349058
GO:0140059:dendrite arborization,"CHRNA7, IGF2BP1, TPBG",1.698071263,1.329947141,3.010185755,0.005026481,1.50E-11,0.028088643,0.013640614,8.52E-11,0.087216895
GO:0140077:positive regulation of lipoprotein transport,"PGRMC1, TMEM97",0.303203009,-0.337864281,-0.208860382,5.18E-05,0.30498398,0.495142897,0.000207325,0.442038513,0.755017956
GO:0140081:glycosylated region protein binding,"CD200, CLEC4G",0.286602768,-0.125325353,-2.18426953,0.16879391,0.000142931,0.000967523,0.291712859,0.000420048,0.006660351
GO:0140105:interleukin-10-mediated signaling pathway,"LILRA1, LILRA3, LILRB1, LILRB2, LILRB4",-0.809516753,0.011205279,0.239709614,0.004227755,0.182329783,0.596201956,0.012116984,0.28965457,0.830459634
GO:0140110:transcription regulator activity,"ID1, ID2, ID3, ID4",-1.245254922,-1.275539964,-0.55823452,0.007758472,0.000124396,0.07904259,0.018914338,0.000354286,0.235193357
GO:0140115:export across plasma membrane,"ABCA1, ABCB1, ABCC1, ABCC4, ABCC5, ABCG2, GJA1, SLC22A2, SLC29A4",-0.915441407,-1.017031243,-1.002040075,0.002471125,0.180905667,0.331560389,0.006760241,0.220943956,0.498629378
GO:0140135:mechanosensitive monoatomic cation channel activity,PIEZO1,-1.210764146,-1.28904775,-1.526765255,2.28E-06,7.17E-15,9.12E-05,1.16E-05,5.39E-14,0.001031759
GO:0140141:mitochondrial potassium ion transmembrane transport,"ABCB8, CCDC51, GHITM, LETM1",-0.169910662,-0.199360337,0.090435748,0.12776388,0.014209221,0.016766654,0.205592785,0.028598724,0.062684008
GO:0140157:ammonium import across plasma membrane,"AQP8, SLC12A4, SLC12A6, SLC12A7",-2.461663943,-2.252307263,-2.009128122,0.000454447,0.013193918,0.095161889,0.001460836,0.026728575,0.24413316
GO:0140161:monocarboxylate:sodium symporter activity,"SLC5A12, SLC5A6, SLC5A8",-3.486438573,-2.574479015,-2.495424292,6.74E-08,3.40E-14,0.015797244,4.02E-07,2.35E-13,0.062443886
GO:0140199:negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process,GNAI2,-0.469071077,-0.238457906,-0.119450795,0.013153094,0.057000214,0.697187635,0.034699754,0.114639679,1
GO:0140206:dipeptide import across plasma membrane,"SLC15A1, SLC15A2, SLC15A3, SLC15A4, SLC7A11",-1.979450667,-1.711217826,-2.242868339,0.302323999,5.55E-06,0.185860779,0.400030454,1.86E-05,0.294189695
GO:0140207:tripeptide import across plasma membrane,"SLC15A1, SLC15A2",-3.468975735,-3.586281357,-4.853323146,5.47E-06,3.04E-14,0.000609142,2.52E-05,2.13E-13,0.004428203
GO:0140208:apoptotic process in response to mitochondrial fragmentation,BNIP1,0.291096119,0.082772579,0.15974057,0.014116048,0.366111745,0.402128258,0.036991701,0.585764088,0.826043216
GO:0140211:folic acid:proton symporter activity,SLC46A1,0.038677863,0.021523317,0.065019366,0.817301279,0.848554641,0.798849757,1,1,1
GO:0140223:general transcription initiation factor activity,TBPL1,0.367360969,0.280328541,0.066741546,0.009161932,0.007274682,0.768124067,0.02508165,0.017454543,1
GO:0140231:anterograde axonal transport of neurotransmitter receptor complex,NETO1,1.255223289,1.493727445,3.122643658,0.035865232,0.000142517,0.000937499,0.085090675,0.000436065,0.007107539
GO:0140232:intracellular cAMP-activated cation channel activity involved in regulation of presynaptic membrane potential,HCN1,-2.807610207,-2.193322872,-1.663844249,2.43E-05,1.20E-05,0.17398225,0.000106302,4.13E-05,0.451158268
GO:0140238:presynaptic endocytosis,AAK1,0.042727891,0.497230355,0.397008711,0.889666768,0.009049124,0.424766424,1,0.021380023,0.856723356
GO:0140249:protein catabolic process at postsynapse,"ADAM10, PSEN1",-0.408216173,-0.236478225,0.234685376,0.067177503,0.424517497,0.249735071,0.134942647,0.500000036,0.461480263
GO:0140260:mitochondrial proton-transporting ATP synthase complex binding,TMEM70,-1.195904988,-1.25712095,-0.922435247,1.52E-10,7.60E-26,0.021806458,1.38E-09,1.19E-24,0.091458232
GO:0140268:endoplasmic reticulum-plasma membrane contact site,"C2CD2L, ESYT2, ESYT3, GRAMD1A, GRAMD1C, OSBPL5",-0.928492544,-1.048498274,-0.9669407,0.066516084,0.056386059,0.075280224,0.105891902,0.08642925,0.18455349
GO:0140272:exogenous protein binding,SLC3A2,0.597238655,0.372896631,0.087561286,0.000962161,0.008676759,0.756387504,0.003208143,0.020574333,1
GO:0140275:MIB complex,MTX1,0.895114903,0.584663506,0.949353037,1.23E-18,1.68E-12,1.87E-08,2.96E-17,1.06E-11,6.50E-07
GO:0140284:endoplasmic reticulum-endosome membrane contact site,"MOSPD2, STARD3, TMCC1",-0.055870518,0.24119353,0.18515004,5.50E-06,0.000786228,0.308465929,2.50E-05,0.002049051,0.456002225
GO:0140285:endosome fission,"CORO1C, TMCC1",-0.480179558,-0.275958139,-0.294755984,0.078396642,0.01418602,0.302668837,0.14367225,0.030697933,0.519937226
GO:0140296:general transcription initiation factor binding,"ATF4, FOXF2, HSF1, JUN, RELA, THAP7, THRA, TP53",-0.445038049,-0.512157267,-0.550261587,0.317482521,0.363475708,0.114332646,0.484553283,0.456938135,0.302646526
GO:0140297:DNA-binding transcription factor binding,"ATOH8, BCL2, BCL3, BCL6, CEBPG, CTNNB1, DHRS7B, E2F1, EBF4, FLNA, FOXC1, FOXH1, FOXO4, GATA6, GRHL1, GRHL2, HCFC1, HDAC11, HHEX, HOXA7, HOXC13, IRX5, LYAR, MAGEA2, MAGEA2B, MAX, MEF2A, MEF2C, MEF2D, MLXIPL, MYC, NFIA, PASD1, PBX1, PBX2, PBXIP1, PPARA, PPARD, PPARG, PURA, PURB, RBPJ, RELA, SMAD2, SMAD3, SOX10, SOX8, SPI1, SRF, SRY, STAT3, STAT5A, TBP, TBX2, TCF12, TCF3, TFDP1, TFDP3, TP73, TWIST1, WFS1, ZBTB17, ZBTB49, ZBTB7A, ZNF516, ZNF653",-0.277980261,-0.205048425,-0.221776019,0.098903492,0.106288359,0.101891858,0.142058057,0.134712577,0.221434778
GO:0140298:endocytic iron import into cell,TFR2,-0.657185452,-1.366417023,-2.000937673,0.243493259,1.46E-05,0.148604071,0.443541365,4.99E-05,0.40134109
GO:0140300:serine import into mitochondrion,"SFXN1, SFXN2, SFXN3",-0.030857892,-0.182579375,-0.126249152,0.158787901,0.333948717,0.487515172,0.300634731,0.422320875,0.700081196
GO:0140311:protein sequestering activity,"CAV1, INSIG1, INSIG2, LAPTM5, LRRC15, NFKBIA, PMEPA1, SMAD6, SMO, SPI1, TMC8",-0.708666527,-0.769861688,-0.791156401,0.046001413,0.145016528,0.162524372,0.088668886,0.205358716,0.282405685
GO:0140313:molecular sequestering activity,"C1R, CALR, NFKBIA",-1.023291767,-0.875299394,-1.090171476,0.278129722,0.013664928,0.247417738,0.333494503,0.030126702,0.360220381
GO:0140318:protein transporter activity,"IGF1R, LMBRD1, LRP2, M6PR, RHBDF2, TIMM22",-1.419090394,-1.233610792,-0.929682431,0.080253572,0.116148349,0.269063975,0.150813933,0.185917445,0.467823806
GO:0140326:ATPase-coupled intramembrane lipid transporter activity,"ABCA12, ABCA4, ATP10A, ATP10B, ATP10D, ATP11A, ATP11B, ATP11C, ATP8A1, ATP8A2, ATP8B1, ATP8B2, ATP8B3, ATP8B4, ATP9A, ATP9B",-0.211181517,-0.25558905,-0.043534325,0.073150552,0.094770701,0.232371432,0.1160976,0.136173108,0.389982497
GO:0140327:flippase activity,ABCA4,0.395183859,0.18922478,0.692421526,0.087110785,0.363090956,0.042588249,0.18585478,0.58168185,0.153610192
GO:0140328:floppase activity,"ABCA1, ABCA7, ABCB1, ABCG1",-1.079329523,-0.549393112,-0.256056454,0.001971867,0.046418793,0.372942954,0.005538802,0.088091321,0.592513131
GO:0140329:lysophospholipid translocation,MFSD2A,-1.082315046,-1.291967825,-1.216283958,0.00506677,8.97E-07,0.157436888,0.01463888,3.48E-06,0.418728066
GO:0140331:aminophospholipid translocation,"ATP11A, ATP11C, ATP8A1, ATP8A2, ATP8B1, TMEM30A, TMEM30B",-0.59749909,-0.464406565,0.165374002,0.048477042,0.075689402,0.178916287,0.087487816,0.115092094,0.441158931
GO:0140343:phosphatidylserine transfer activity,"OSBPL5, OSBPL8",0.125586622,-0.027502924,0.04923161,0.501415843,0.27879948,0.254363878,0.795533303,0.445418907,0.558540658
GO:0140344:triglyceride transfer activity,MTTP,-2.819616942,-4.8918582,-6.044621644,6.52E-05,3.06E-33,7.53E-05,0.000265235,7.39E-32,0.000875027
GO:0140345:phosphatidylcholine flippase activity,"ABCA3, ATP10A, ATP10B, ATP8B1, ATP8B2",-1.308338965,-0.606339872,-0.265140785,0.01272252,0.000308911,0.101973651,0.028511708,0.000824336,0.250879362
GO:0140346:phosphatidylserine flippase activity,"ATP11A, ATP11C, ATP8A1, ATP8A2, ATP8B1",-0.116999906,0.02493763,0.28936287,0.064636036,0.098485354,0.169175034,0.116650295,0.147927554,0.423824555
GO:0140347:N-retinylidene-phosphatidylethanolamine flippase activity,ABCA4,0.395183859,0.18922478,0.692421526,0.087110785,0.363090956,0.042588249,0.18585478,0.58168185,0.153610192
GO:0140348:lysophosphatidylcholine flippase activity,MFSD2A,-1.082315046,-1.291967825,-1.216283958,0.00506677,8.97E-07,0.157436888,0.01463888,3.48E-06,0.418728066
GO:0140351:glycosylceramide flippase activity,"ATP10A, ATP10B, ATP10D",-1.952510237,-1.028743905,-1.013957558,0.051441961,0.0049934,0.401905437,0.111144548,0.011605739,0.584443952
GO:0140353:lipid export from cell,SURF4,0.05924446,-0.227010515,-0.13801315,0.674116408,0.011803331,0.547782501,0.995801845,0.027289607,0.980219244
GO:0140357:heme export from vacuole to cytoplasm,SLC48A1,-1.286219071,-0.497972804,-0.358655739,4.45E-17,7.02E-06,0.147712802,8.91E-16,2.48E-05,0.399552123
GO:0140358:P-type transmembrane transporter activity,ATP13A3,-0.134795568,-0.331355852,0.144697631,0.377536441,0.003225485,0.57606285,0.635432898,0.008190075,1
GO:0140359:ABC-type transporter activity,"ABCA1, ABCA10, ABCA12, ABCA13, ABCA2, ABCA4, ABCA5, ABCA6, ABCA7, ABCA8, ABCA9, ABCB6, ABCC1, ABCC10, ABCC12, ABCC2, ABCC3, ABCC4, ABCC8, ABCC9, ABCD2, ABCD3, ABCG5, ABCG8, CFTR",-1.300684014,-1.322257236,-1.288682632,0.031196711,0.0791602,0.21345797,0.05407211,0.099311157,0.403381498
GO:0140360:cyclic-GMP-AMP transmembrane transporter activity,"LRRC8A, SLC19A1, SLC46A2",-0.252442276,-0.650116664,-0.371793755,0.004341472,0.000546385,0.021435983,0.011462168,0.001458677,0.088912393
GO:0140361:cyclic-GMP-AMP transmembrane import across plasma membrane,"LRRC8A, LRRC8B, LRRC8C, LRRC8D, LRRC8E, SLC19A1, SLC46A2",-0.57326633,-0.84152225,-0.454918622,0.196561171,0.019508535,0.048816512,0.313917913,0.038227851,0.152532666
GO:0140367:antibacterial innate immune response,"MPEG1, NFKB1, SLC15A2, TFEB, UMOD",-3.959638233,-3.649233597,-3.370343559,0.052470987,0.007579501,0.137920045,0.094506377,0.016267481,0.256810008
GO:0140374:antiviral innate immune response,"AKAP1, MAVS, NMBR, TNF, ZDHHC1, ZDHHC11",-0.250078556,-0.199591702,-0.381809713,0.145181615,0.060355803,0.186253038,0.181037235,0.096779947,0.457628056
GO:0140375:immune receptor activity,FCGR3A,0.106364963,0.555705291,0.742972751,0.773039573,0.087054012,0.191609798,1,0.167128959,0.486198964
GO:0140410:monoatomic cation:bicarbonate symporter activity,"SLC39A10, SLC39A12, SLC39A14, SLC39A4, SLC39A5, SLC39A6, SLC39A8",-1.74277724,-2.11776059,-2.209698237,0.019245737,0.120213832,0.135876083,0.040117184,0.149241243,0.231476596
GO:0140412:zinc:bicarbonate symporter activity,SLC39A8,-2.181873091,-2.586413546,-2.079712909,3.65E-14,2.27E-45,0.000300381,5.19E-13,1.04E-43,0.002788934
GO:0140416:transcription regulator inhibitor activity,"DDIT3, ID1, ID2, ID3, ID4, LEF1, LYAR, NFKBIA, NFKBIL1, NR0B2, PASD1, PKD1, PKD2, PURA, SMAD6, SMAD7, TCF23, TFDP3, ZNF451",-0.641191838,-0.670297595,-0.55458357,0.079885387,0.094769346,0.11993906,0.135850334,0.110529757,0.245553146
GO:0140438:protein stearoylation,ZDHHC6,-0.121493014,-0.218456289,-0.360878699,0.268715701,0.001196464,0.077102899,0.482271875,0.003236198,0.244555278
GO:0140439:protein-cysteine S-stearoyltransferase activity,"ZDHHC15, ZDHHC17, ZDHHC2, ZDHHC20, ZDHHC3, ZDHHC6, ZDHHC7",-0.401345692,-0.267510134,-0.061463818,0.110761544,0.000604739,0.271562548,0.183626039,0.001568077,0.541785638
GO:0140444:cytoskeleton-nuclear membrane anchor activity,"SUN1, SYNE1, SYNE2, SYNE3",-1.032156743,-0.914626541,-0.832951493,0.114216896,0.135965368,0.200535833,0.184206406,0.206494129,0.302648904
GO:0140447:cytokine precursor processing,"FURIN, PCSK5",-1.298031895,-1.202981247,-1.207011124,1.46E-06,1.71E-10,0.009462904,7.35E-06,9.00E-10,0.041216985
GO:0140448:signaling receptor ligand precursor processing,"BACE1, MEP1A",-2.158422777,-1.062378596,-0.511822259,0.009739704,0.000165592,0.539954278,0.024747442,0.000488357,0.753552042
GO:0140450:protein targeting to Golgi apparatus,ZDHHC15,1.004127317,1.249670289,1.153428581,5.38E-09,5.72E-23,2.99E-05,4.00E-08,7.45E-22,0.000398809
GO:0140459:response to Gram-positive bacterium,"CDH1, CLDN3, FOSL2, ITGAM, NFKBIZ",-1.890332027,-1.64261529,-0.698787363,0.006530204,0.05139805,0.265583059,0.015847051,0.086777034,0.475323786
GO:0140460:response to Gram-negative bacterium,TNF,0.092558986,1.418645737,0.856255807,0.83793905,4.00E-06,0.161957969,1,1.45E-05,0.427660676
GO:0140467:integrated stress response signaling,"ATF4, BATF, BATF2, BATF3, CEBPA, CEBPB, CEBPD, CEBPE, CEBPG, CREB3, CREBZF, DDIT3, FOS, FOSL1, JUN, JUNB, MAF, MAFB, NFE2L2, NFE2L3",-0.751839322,-0.364459053,-0.395274533,0.112305345,0.188540366,0.233263957,0.179426572,0.246093519,0.41983798
GO:0140468:HRI-mediated signaling,ATF4,-0.165565706,-0.456763367,-0.822139451,0.217180547,1.16E-05,0.003213962,0.404079063,4.03E-05,0.019648394
GO:0140484:5-aminolevulinic acid import across plasma membrane,TSPO2,-0.119370044,0.921734738,1.528267272,0.780899027,0.08930391,0.066567774,1,0.170965811,0.218008483
GO:0140485:5-aminolevulinic acid transmembrane transporter activity,TSPO2,-0.119370044,0.921734738,1.528267272,0.780899027,0.08930391,0.066567774,1,0.170965811,0.218008483
GO:0140486:zinc ion sequestering activity,SLC39A4,0.383167526,-0.021338591,0.241180529,0.135304283,0.885266219,0.570377286,0.271460144,1,1
GO:0140494:migrasome,"HSPD1, PKD1, PKD2, TOMM20",0.57511891,-0.010463327,-0.149850743,0.000868305,0.000911086,0.31160591,0.002729417,0.002356946,0.481046982
GO:0140507:granzyme-mediated programmed cell death signaling pathway,"BNIP3, GZMA, LAMP1, NKG7, PRF1",-1.724418927,-0.941940854,-0.403266089,4.90E-06,3.08E-05,0.512398134,2.15E-05,9.91E-05,0.793990403
GO:0140536:nuclear receptor corepressor activity,TFAP2A,-2.726214076,-0.432615519,0.156261191,1.26E-08,0.258755933,0.763090803,8.91E-08,0.434621131,1
GO:0140537:transcription regulator activator activity,"DDIT3, HIF1A, MBTPS2, NOTCH1",-0.321416582,-0.18096907,-0.215058944,0.040118443,0.224020116,0.210136425,0.082822599,0.252973658,0.292062676
GO:0140543:positive regulation of piRNA transcription,MYBL1,0.237455788,-0.011698988,-0.524478085,0.33415369,0.93315333,0.277671018,0.578296265,1,0.637542534
GO:0140552:TEAD-YAP complex,"TEAD1, TEAD2",-0.834716257,-0.781917478,-0.745219356,0.037294392,0.019476709,0.475525412,0.084061603,0.041606959,0.666925236
"GO:0140560:xylosyl alpha-1,3-xylosyltransferase activity",XXYLT1,1.379081043,0.963228821,1.458589241,2.00E-26,9.19E-20,3.00E-11,1.17E-24,9.67E-19,1.93E-09
"GO:0140563:UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase activity",GXYLT1,-0.479757765,-0.252958228,0.306687269,0.000226733,0.005878535,0.218070511,0.000842676,0.01431609,0.533685779
GO:0140566:histone reader activity,"BRDT, THAP7, TONSL",0.634685387,0.354258168,2.320756863,0.087434937,0.315974725,0.060926131,0.171590269,0.333956972,0.156516696
GO:0140567:membrane protein dislocase activity,ATP13A1,1.214783747,1.172140018,1.023130174,1.15E-26,1.18E-40,4.37E-08,6.88E-25,4.24E-39,1.39E-06
GO:0140569:extraction of mislocalized protein from ER membrane,ATP13A1,1.214783747,1.172140018,1.023130174,1.15E-26,1.18E-40,4.37E-08,6.88E-25,4.24E-39,1.39E-06
GO:0140571:transmembrane ascorbate ferrireductase activity,"CYB561A3, CYB561D1, CYB561D2, CYBRD1",-0.941162919,-0.824011431,-0.554782739,0.15018733,0.186281924,0.303300847,0.265200555,0.281818345,0.464839284
GO:0140575:transmembrane monodehydroascorbate reductase activity,"CYB561, CYB561D1, CYB561D2, CYBRD1",-0.657086273,-0.084317667,-0.002942258,0.217052211,0.186213456,0.229061819,0.385182433,0.281616696,0.298231344
GO:0140576:ascorbate homeostasis,"CYB561, CYB561D2, CYBRD1",-0.814068022,-0.094140018,-0.01806857,0.192390748,0.042289308,0.018913188,0.341465325,0.07772364,0.064308458
GO:0140581:P-type monovalent copper transporter activity,"ATP7A, ATP7B",0.287676829,0.15083005,0.707647537,0.264398454,0.253897364,0.077986969,0.421477094,0.419150071,0.20881277
GO:0140588:chromatin looping,CTCF,0.218064951,0.027973666,0.246788087,0.009119857,0.696866768,0.131071356,0.024982407,0.982863399,0.364092177
GO:0140596:TOM complex,"TOMM20, TOMM22, TOMM7",0.091444451,-0.429766648,-0.157977655,0.00114181,0.054104061,0.194759913,0.003412034,0.097641599,0.334520732
GO:0140608:cysteine-type endopeptidase activator activity,TIMM50,0.586996176,0.224062208,0.396325091,1.16E-06,0.006104146,0.095328166,6.19E-06,0.014817486,0.288088083
GO:0140610:RNA sequestering activity,STAT3,-1.146127552,-0.341281495,-0.234049949,2.43E-11,0.007350393,0.419659312,2.42E-10,0.017624068,0.851672324
GO:0140613:P-type manganese transporter activity,"ATP2C1, ATP2C2",-2.540144921,-2.001196579,-1.64523611,0.045315234,0.46900664,0.47875264,0.096214654,0.5,0.504200864
GO:0140616:iodotyrosine deiodinase activity,IYD,-4.642433879,-6.947370353,-8.902737902,0.000206377,1.19E-16,0.000243662,0.000772448,1.01E-15,0.002339431
GO:0140627:ubiquitin-dependent protein catabolic process via the C-end degron rule pathway,DCAF12,-0.007202158,-0.06105271,0.339032983,0.949636433,0.442802203,0.131013374,1,0.680810675,0.364003632
GO:0140651:futile creatine cycle,ALPL,-0.125957741,-1.347270848,-0.670763735,0.753320952,2.57E-07,0.286123957,1,1.05E-06,0.651813639
GO:0140662:ATP-dependent protein folding chaperone,"HSP90AB1, HSPA5, HSPD1",0.399785953,-0.096844781,0.035540906,0.166324789,0.054556386,0.250683078,0.264856969,0.097645164,0.514179585
GO:0140672:ATAC complex,TADA2A,0.610347506,0.844445193,0.398242091,2.85E-06,1.58E-16,0.035194877,1.44E-05,1.33E-15,0.132935724
GO:0140677:molecular function activator activity,"CA9, CACNA1S, EPHA2, HMGA1, MAP3K9, MET, PTK2, TP53",-0.788076713,-1.337943445,-1.134259205,0.010270108,0.097409992,0.095970367,0.022032952,0.1539567,0.257161452
GO:0140678:molecular function inhibitor activity,"ADRM1, TIMP2",0.144952241,0.535633352,0.54739908,0.153657065,0.300624267,0.072652365,0.286600526,0.436815308,0.232491003
GO:0140693:molecular condensate scaffold activity,"AR, MAVS, NFE2L2, RXRG",-2.034658456,-2.155185102,-2.023957791,0.001509686,0.001172239,0.118460978,0.004317196,0.002902778,0.274819123
GO:0140694:non-membrane-bounded organelle assembly,"AR, PSPC1",-1.72567413,-2.385354904,-2.349292799,7.72E-12,5.62E-09,2.10E-06,7.87E-11,2.59E-08,3.77E-05
GO:0140713:histone chaperone activity,JDP2,-2.041292951,-1.164394732,-1.012458196,6.07E-16,7.58E-12,0.003249855,1.06E-14,4.55E-11,0.019830873
GO:0140744:negative regulation of lncRNA transcription,ZC3H4,1.08424438,0.912137861,0.814030802,1.18E-19,3.52E-26,2.58E-05,3.24E-18,5.60E-25,0.000354316
GO:0140749:phlorizin hydrolase activity,LCT,1.53562385,2.200684901,1.534227361,3.14E-05,9.75E-11,0.003491685,0.000134554,5.35E-10,0.021048609
GO:0140767:enzyme-substrate adaptor activity,GFI1,-2.440347721,-1.18121088,1.03851573,8.27E-09,4.15E-06,0.108094388,6.00E-08,1.50E-05,0.317152312
GO:0140778:microtubule stabilizing activity,MAP4,-1.477171657,-1.175048178,-1.040834324,1.08E-12,3.75E-15,0.020457883,1.27E-11,2.88E-14,0.086939767
GO:0140787:phosphate ion uniporter activity,SLC17A7,-6.731966707,-5.529437848,-5.164810888,3.60E-27,1.20E-58,0.000243731,2.28E-25,1.06E-56,0.002339689
GO:0140788:L-glutamate uniporter activity,"SLC17A6, SLC17A7, SLC17A8",0.396900264,-1.111340046,0.343350904,0.016393345,0.38480369,0.16975763,0.039051722,0.583702497,0.401317074
GO:0140799:glycine:proton antiporter activity,SLC32A1,-1.565768181,-1.037948245,2.672853945,0.049669371,0.045888699,0.095937357,0.113528536,0.094184189,0.289478156
GO:0140800:gamma-aminobutyric acid:proton antiporter activity,SLC32A1,-1.565768181,-1.037948245,2.672853945,0.049669371,0.045888699,0.095937357,0.113528536,0.094184189,0.289478156
GO:0140804:NAD+- protein-lysine ADP-ribosyltransferase activity,PARP16,0.580666497,-0.138084881,-0.093308172,9.31E-05,0.101351928,0.719522571,0.000369456,0.19092448,1
GO:0140806:NAD+- protein-aspartate ADP-ribosyltransferase activity,PARP16,0.580666497,-0.138084881,-0.093308172,9.31E-05,0.101351928,0.719522571,0.000369456,0.19092448,1
GO:0140807:NAD+-protein-glutamate ADP-ribosyltransferase activity,PARP16,0.580666497,-0.138084881,-0.093308172,9.31E-05,0.101351928,0.719522571,0.000369456,0.19092448,1
GO:0140825:lactoperoxidase activity,PXDN,1.711176006,1.309896084,0.465439268,1.72E-11,5.00E-10,0.286844992,1.74E-10,2.59E-09,0.652854755
GO:0140826:zinc:proton antiporter activity,"SLC30A1, SLC30A6",-0.890914965,-1.031744954,-0.551849968,0.123094188,0.067777607,0.07968676,0.223837898,0.12357908,0.226900293
"GO:0140830:L-glutamine, sodium:proton antiporter activity","SLC38A3, SLC38A5",-1.611468004,-3.354150264,-3.511787808,0.198832291,7.90E-30,0.00116682,0.331585956,1.56E-28,0.008466829
"GO:0140831:L-asparagine, sodium:proton antiporter activity",SLC38A3,-2.914381684,-3.975566248,-4.284389974,1.46E-06,1.99E-30,0.000753371,7.66E-06,4.08E-29,0.005960501
"GO:0140832:L-histidine, sodium:proton antiporter activity",SLC38A3,-2.914381684,-3.975566248,-4.284389974,1.46E-06,1.99E-30,0.000753371,7.66E-06,4.08E-29,0.005960501
GO:0140852:histone ubiquitin ligase activity,"HUWE1, UBR2",-0.154626115,-0.084599434,-0.008193653,7.44E-05,0.000331855,0.01753729,0.000285187,0.000929891,0.076713937
GO:0140853:cholesterol-protein transferase activity,"IHH, SHH",-3.34905783,-3.361225211,-3.424485263,5.36E-07,2.30E-08,0.021939498,2.87E-06,1.01E-07,0.080370149
GO:0140865:interleukin-22-mediated signaling pathway,"IFNAR2, IL22RA1",-3.451082781,-3.393614805,-3.637176423,0.001552701,0.004690698,0.216422995,0.004687856,0.011049768,0.428709644
GO:0140882:zinc export across plasma membrane,"SLC30A1, SLC30A4, TMEM163",-0.912573135,-0.950295468,-0.571589694,0.000258061,0.002504536,0.047875252,0.000875104,0.005996114,0.159678794
"GO:0140892:sodium,bicarbonate:chloride antiporter activity","SLC4A10, SLC4A8, SLC4A9",-2.847965822,-1.980399816,-1.751738401,1.59E-07,1.25E-12,0.057112243,9.37E-07,7.66E-12,0.154290432
"GO:0140893:neutral amino acid, sodium:proton antiporter activity",SLC38A5,-0.308554324,-2.73273428,-2.739185641,0.39766312,1.38E-29,0.00158027,0.66316425,2.71E-28,0.010973156
GO:0140896:cGAS/STING signaling pathway,IRF3,-1.035721573,-0.673916864,-1.106019361,3.48E-09,3.36E-10,0.000101628,2.65E-08,1.77E-09,0.001131129
GO:0140900:chloride:bicarbonate antiporter activity,"SLC26A11, SLC26A3, SLC26A4, SLC26A5, SLC26A6, SLC26A7, SLC4A1, SLC4A2, SLC4A3, SLC4A9",-2.855302251,-2.415659024,-2.267716401,0.114774356,0.004985493,0.105150489,0.154372849,0.010418094,0.206001885
GO:0140901:L-asparagine:sodium symporter activity,SLC38A7,0.291509446,0.50137662,0.911554282,0.038218794,1.96E-07,0.000319799,0.090019713,8.09E-07,0.002936477
GO:0140902:L-glutamine:sodium symporter activity,SLC38A7,0.291509446,0.50137662,0.911554282,0.038218794,1.96E-07,0.000319799,0.090019713,8.09E-07,0.002936477
GO:0140911:pore-forming activity,"MMD, PRF1",-0.281153002,0.302223524,0.538123986,3.31E-11,2.44E-09,0.081020825,3.14E-10,1.16E-08,0.213884397
GO:0140912:membrane destabilizing activity,"LTF, NINJ1",-2.409847416,-2.797978431,-1.4687006,2.33E-05,0.025629339,0.082319021,9.74E-05,0.052047229,0.244184264
